text,label
please cheez exchange karne ke baad bhi paisa wapas nahi aaya jaldi batana,refund_request
"arre delivery date nikal gayi, package abhi bhi nahi aaya zara",order_status
yaar delivery boy ne bilkul galat tareeke se baat ki mujhse jaldi batana,complaint
"bhai chaar din se se cheez kharab nikla hai, koi solution do",complaint
mujhe apna profile picture verify karna hai kaise hoga koi solution do,general
"sunno support team ka rawaiya bahut bura tha, complaint karni hai zara",complaint
"bhai mera watch kaha atka hua hai, batao zara kya karu",order_status
"refund abhi tak nahi aaya bank mein, ek mahine se ho gaye",refund_request
arre account settings mein bank details kaise change karu,general
dukaandaar ne bilkul galat tareeke se baat ki mujhse,complaint
bhai kya yeh shoes available hai in stock zara,product_query
"please kal order kiya tha, kurta abhi tak nahi aaya jaldi batana",order_status
"yaar headphones bilkul tooti hui aaya hai, bahut bakwaas hai koi solution do",complaint
"please laptop return kiya tha, ab tak refund nahi aaya zara",refund_request
sunno kya yeh package available hai in stock kya karu,product_query
"please delivery ek mahine se late ho gayi hai, kya wajah hai zara",order_status
"ek mahine se se wahi product kharab nikla hai, koi solution do zara",complaint
yaar brand ke baare mein detail chahiye is mobile ki jaldi batana,product_query
arre kya is product ka fit customize ho sakta hai kya karu,product_query
bhai mujhe chappal ka poora paisa wapis chahiye kya karu,refund_request
"sunno shoes bilkul kharab quality ka aaya hai, bahut bakwaas hai jaldi batana",complaint
"please refund abhi tak nahi aaya bank mein, lambe time se ho gaye zara",refund_request
"yaar consignment bilkul tooti hui aaya hai, bahut bakwaas hai kya karu",complaint
"courier boy ne bahut kharab behavior kiya, respect nahi di jaldi batana",complaint
please kya yeh samaan available hai in stock zara,product_query
bhai delivery address kaise reset karu mobile app mein kya karu,general
sunno meri otp upload nahi ho rahi baar baar fail ho rahi hai koi solution do,general
"please track karna hai mera shoes, status kya hai kya karu",order_status
yaar kya is ye wala ka color customize ho sakta hai jaldi batana,product_query
"sunno refund ki request kaafi dino se pehle daali thi, ab tak kuch nahi kya karu",refund_request
please account settings mein address kaise change karu,general
"sunno mujhe wahi product se related complaint darj karni hai, scratch wala nikla jaldi batana",complaint
arre mujhe apna password verify karna hai kaise hoga zara,general
arre jacket ka size chart kahan milega jaldi batana,product_query
please bag kab tak deliver hoga zara batana please help,order_status
bhai is cheez ka size chart kaisa hai please help,product_query
yaar mujhe apna delivery address verify karna hai kaise hoga,general
"arre app mein password save nahi ho raha, help chahiye koi solution do",general
sunno login issue ho raha hai profile picture yaad nahi aa raha zara,general
sunno mujhe apna email verify karna hai kaise hoga kya karu,general
"mujhe saaman se related complaint darj karni hai, tuta hua nikla kya karu",complaint
"bhai kal order kiya tha, wahi product abhi tak nahi aaya",order_status
"arre sab kuch ka status kya hai, subah se wait kar raha hoon zara",order_status
notification settings kaise band karu app ki koi solution do,general
please yeh laptop kitne size mein aata hai,product_query
"sunno mujhe shirt se related complaint darj karni hai, galat nikla",complaint
"delivery boy ne bahut kharab behavior kiya, respect nahi di please help",complaint
"arre mera ye cheez do hafte se nahi pahucha, kab tak milega jaldi batana",order_status
sunno box khola to andar shoes tuta hua tha kya karu,complaint
"customer care ne bahut kharab behavior kiya, respect nahi di",complaint
email kaise reset karu mobile app mein kya karu,general
"yaar refund abhi tak nahi aaya bank mein, pichle hafte se ho gaye koi solution do",refund_request
yeh mobile kitne size mein aata hai please help,product_query
"arre mera ye wala do din se nahi pahucha, kab tak milega kya karu",order_status
arre mujhe chappal ka poora paisa wapis chahiye koi solution do,refund_request
"bhai delivery ek mahine se late ho gayi hai, kya wajah hai please help",order_status
"sunno representative ne bahut kharab behavior kiya, respect nahi di jaldi batana",complaint
bag ki return policy kya hai koi solution do,product_query
"please saaman bilkul purani jaisi aaya hai, bahut bakwaas hai kya karu",complaint
arre courier kab tak deliver hoga zara batana,order_status
"arre mujhe watch se related complaint darj karni hai, crack nikla",complaint
"yaar mera headphones damaged nikla, yeh bardaasht nahi hoga please help",complaint
"yaar mera order teen din se nahi pahucha, kab tak milega",order_status
"arre mera parcel kaha atka hua hai, batao zara zara",order_status
"please mujhe parcel se related complaint darj karni hai, kharaab nikla jaldi batana",complaint
"yaar shirt ki quality bilkul bekar hai, paisa waste ho gaya zara",complaint
"sunno refund abhi tak nahi aaya bank mein, chaar din se ho gaye",refund_request
"bhai support team ne bahut kharab behavior kiya, respect nahi di zara",complaint
"bhai refund ki request kal se pehle daali thi, ab tak kuch nahi jaldi batana",refund_request
please kya is parcel ka quality customize ho sakta hai jaldi batana,product_query
"bhai kal order kiya tha, shipment abhi tak nahi aaya",order_status
"delivery date nikal gayi, mobile abhi bhi nahi aaya kya karu",order_status
"sunno customer care ka rawaiya bahut bura tha, complaint karni hai",complaint
"yaar maine return kiya tha bag, paisa kab milega please help",refund_request
"bhai is headphones ka packaging kya hai, batana zara please help",product_query
arre is delivery ka size kaisa hai zara,product_query
please address nahi aa raha mobile pe kya karu,general
bhai shipment ki return policy kya hai jaldi batana,product_query
"bahut ghatiya service hai, dukaandaar ne suna hi nahi zara",complaint
"sunno yeh shoes subah se kharab nikla hai, koi solution do please help",complaint
please product ke saath warranty milti hai kya,product_query
please kya cheez customize ho sakta hai price ke hisaab se,product_query
"arre saara saaman bilkul defective aaya hai, bahut bakwaas hai jaldi batana",complaint
yaar payment method nahi aa raha mobile pe kya karu jaldi batana,general
login issue ho raha hai otp yaad nahi aa raha jaldi batana,general
"sunno do din se se cheez kharab nikla hai, koi solution do",complaint
yaar address nahi aa raha mobile pe kya karu zara,general
"please track karna hai mera wahi product, status kya hai koi solution do",order_status
arre chappal exchange karne ke baad bhi paisa wapas nahi aaya jaldi batana,refund_request
arre mujhe shirt ka poora paisa wapis chahiye,refund_request
sunno yeh wahi product kitne size mein aata hai please help,product_query
"bhai refund ki request kaafi dino se pehle daali thi, ab tak kuch nahi kya karu",refund_request
"maine saara saaman replace karwaya tha, purana paisa account mein nahi aaya jaldi batana",refund_request
yeh cheez toh bilkul tooti huyi aayi hai kya bakwaas hai,complaint
bhai kya is ye wala ka size chart customize ho sakta hai zara,product_query
please kya yeh saaman available hai in stock zara,product_query
bhai yeh product kitne size mein aata hai koi solution do,product_query
arre is product ka size kaisa hai kya karu,product_query
arre app mein password dikhna hi band ho gaya hai please help,general
"bhai delivery date nikal gayi, package abhi bhi nahi aaya jaldi batana",order_status
"arre ye wala ki quality bilkul bekar hai, paisa waste ho gaya zara",complaint
bhai shirt ka koi pata nahi hai das din se zara,order_status
"bhai shirt bilkul tooti hui aaya hai, bahut bakwaas hai please help",complaint
"please package return kiya tha, ab tak refund nahi aaya",refund_request
bhai iska color kitna hai aur konsi material se bana hai,product_query
arre courier ke saath warranty milti hai kya zara,product_query
"bhai refund ki request do hafte se pehle daali thi, ab tak kuch nahi",refund_request
please mujhe apna payment method update karna hai app mein kaise hoga kya karu,general
please item ke saath warranty milti hai kya zara,product_query
yaar number kaise change karu settings mein zara batana zara,general
please wahi product ka koi pata nahi hai teen din se,order_status
"please delivery return kiya tha, ab tak refund nahi aaya",refund_request
app bahut slow chal raha hai kya karu zara,general
please ek mahine se se delivery track nahi ho raha kahan atka hai zara,order_status
arre consignment ka size chart kahan milega koi solution do,product_query
please saara saaman ke saath warranty milti hai kya please help,product_query
bhai notification settings kaise band karu app ki jaldi batana,general
arre kai dino se se refund status pending dikha raha hai zara,refund_request
"bhai is saara saaman ka material kya hai, batana zara koi solution do",product_query
"yaar refund abhi tak nahi aaya bank mein, teen din se ho gaye koi solution do",refund_request
"bhai bahut ghatiya service hai, staff ne suna hi nahi kya karu",complaint
"maine shoes replace karwaya tha, purana paisa account mein nahi aaya jaldi batana",refund_request
"yaar kurta bilkul tuta hua aaya hai, bahut bakwaas hai please help",complaint
arre mujhe apna notification settings verify karna hai kaise hoga zara,general
"arre samaan track nahi ho raha, kahan atka hai batao please help",order_status
"yaar mujhe kurta se related complaint darj karni hai, tuta hua nikla jaldi batana",complaint
"please is package ka quality kya hai, batana zara",product_query
arre kya is bag ka color customize ho sakta hai jaldi batana,product_query
sunno mujhe apna bank details verify karna hai kaise hoga zara,general
"arre delivery das din se late ho gayi hai, kya wajah hai",order_status
"yaar sab kuch mein defective nikla, bahut bura anubhav raha koi solution do",complaint
bhai headphones exchange karne ke baad bhi paisa wapas nahi aaya kya karu,refund_request
"please ye cheez return kiya tha, ab tak refund nahi aaya kya karu",refund_request
"yaar refund abhi tak nahi aaya bank mein, chaar din se ho gaye zara",refund_request
"arre yeh kurta kai dino se kharab nikla hai, koi solution do",complaint
please mujhe apna payment method update karna hai app mein kaise hoga,general
"yaar refund abhi tak nahi aaya bank mein, das din se ho gaye jaldi batana",refund_request
"please mera paisa wapis chahiye, maine shoes cancel kar diya tha",refund_request
"app mein payment method save nahi ho raha, help chahiye zara",general
arre kya shipment customize ho sakta hai warranty ke hisaab se zara,product_query
arre kya sab kuch customize ho sakta hai size chart ke hisaab se please help,product_query
bhai product ka koi pata nahi hai das din se jaldi batana,order_status
"product ki quality bilkul bekar hai, paisa waste ho gaya please help",complaint
"please is parcel ka return policy kya hai, batana zara kya karu",product_query
mujhe order ka poora paisa wapis chahiye jaldi batana,refund_request
please adla-badli ke baad bhi refund process stuck hai please help,refund_request
sunno adla-badli ke baad bhi refund process stuck hai koi solution do,refund_request
"yaar ek mahine se se consignment kharab nikla hai, koi solution do",complaint
"yaar item ki quality bilkul bekar hai, paisa waste ho gaya please help",complaint
"sunno saara saaman bilkul phata hua aaya hai, bahut bakwaas hai kya karu",complaint
"sunno package mein damaged nikla, bahut bura anubhav raha please help",complaint
yaar box khola to andar jacket kharaab tha kya karu,complaint
yaar number kaise change karu settings mein zara batana jaldi batana,general
"delivery date nikal gayi, bag abhi bhi nahi aaya jaldi batana",order_status
please app bahut slow chal raha hai kya karu koi solution do,general
sunno wahi product ka koi pata nahi hai kaafi dino se jaldi batana,order_status
bhai do hafte se se chappal track nahi ho raha kahan atka hai zara,order_status
"arre wahi product ki adla-badli karayi thi, paisa kab tak aayega",refund_request
samaan kab dispatch hoga zara batao koi solution do,order_status
arre cancellation ke baad bhi refund process nahi hua,refund_request
please is jacket ki size chart details chahiye order karne se pehle,product_query
bhai saara saaman exchange karne ke baad bhi paisa wapas nahi aaya zara,refund_request
arre kya shirt customize ho sakta hai fabric ke hisaab se jaldi batana,product_query
"sunno kal order kiya tha, shoes abhi tak nahi aaya",order_status
account settings mein bank details kaise change karu jaldi batana,general
"please is package ka fabric kya hai, batana zara jaldi batana",product_query
"arre product ki adla-badli karayi thi, paisa kab tak aayega jaldi batana",refund_request
mujhe apna password verify karna hai kaise hoga jaldi batana,general
"arre track karna hai mera kurta, status kya hai",order_status
please mujhe apna email update karna hai app mein kaise hoga jaldi batana,general
"mujhe package se related complaint darj karni hai, kharaab nikla",complaint
"yaar refund ki request kal se pehle daali thi, ab tak kuch nahi kya karu",refund_request
"mobile mein damaged nikla, bahut bura anubhav raha kya karu",complaint
"yaar mera jacket kai dino se nahi pahucha, kab tak milega kya karu",order_status
"please kal order kiya tha, sab kuch abhi tak nahi aaya jaldi batana",order_status
"yaar wahi product track nahi ho raha, kahan atka hai batao",order_status
arre address kaise reset karu mobile app mein please help,general
please app bahut slow chal raha hai kya karu jaldi batana,general
"bahut ghatiya service hai, staff ne suna hi nahi zara",complaint
please saaman exchange karne ke baad bhi paisa wapas nahi aaya kya karu,refund_request
arre iska delivery time kitna hai aur konsi material se bana hai kya karu,product_query
please mujhe apna notification settings update karna hai app mein kaise hoga,general
please login issue ho raha hai address yaad nahi aa raha zara,general
"parcel ka status kya hai, ek hafte se wait kar raha hoon please help",order_status
arre is ye cheez ki brand details chahiye order karne se pehle kya karu,product_query
"yaar bag track nahi ho raha, kahan atka hai batao please help",order_status
sunno is saaman ka quality kaisa hai kya karu,product_query
courier wala bola kal dega par abhi tak nahi mila,order_status
sunno shipment ka size chart kahan milega please help,product_query
arre iska size chart kitna hai aur konsi material se bana hai kya karu,product_query
"sunno saara saaman ka status kya hai, ek mahine se wait kar raha hoon zara",order_status
arre adla-badli ke baad bhi refund process stuck hai zara,refund_request
sunno saara saaman ke saath warranty milti hai kya,product_query
"sunno mera order kharaab nikla, yeh bardaasht nahi hoga please help",complaint
sunno sab kuch kab dispatch hoga zara batao koi solution do,order_status
"arre ye cheez mein defective nikla, bahut bura anubhav raha",complaint
"yaar mera mobile tooti hui nikla, yeh bardaasht nahi hoga kya karu",complaint
sunno courier ke saath warranty milti hai kya,product_query
yaar login issue ho raha hai address yaad nahi aa raha koi solution do,general
yaar ye wala ki return policy kya hai,product_query
"please refund abhi tak nahi aaya bank mein, pichle hafte se ho gaye please help",refund_request
yaar packaging ke baare mein detail chahiye is wahi product ki jaldi batana,product_query
"yaar track karna hai mera chappal, status kya hai koi solution do",order_status
sunno login issue ho raha hai delivery address yaad nahi aa raha,general
arre cheez kab dispatch hoga zara batao koi solution do,order_status
yaar language nahi aa raha mobile pe kya karu kya karu,general
"delivery boy ka rawaiya bahut bura tha, complaint karni hai jaldi batana",complaint
"yaar mera cheez kaha atka hua hai, batao zara",order_status
bhai account settings mein notification settings kaise change karu zara,general
bhai app bahut slow chal raha hai kya karu kya karu,general
product exchange karne ke baad bhi paisa wapas nahi aaya please help,refund_request
arre dukaandaar bola chaar din se tak milega par abhi tak nahi mila,order_status
bhai login issue ho raha hai number yaad nahi aa raha,general
"please wahi product return kiya tha, ab tak refund nahi aaya zara",refund_request
"arre is parcel ka quality kya hai, batana zara koi solution do",product_query
"sunno mujhe chappal se related complaint darj karni hai, defective nikla zara",complaint
"bhai shipment ka status kya hai, abhi tak wait kar raha hoon zara",order_status
"arre mujhe ye cheez se related complaint darj karni hai, ganda nikla zara",complaint
bhai shipment exchange karne ke baad bhi paisa wapas nahi aaya zara,refund_request
arre kya yeh package available hai in stock koi solution do,product_query
"arre package track nahi ho raha, kahan atka hai batao koi solution do",order_status
"bhai delivery date nikal gayi, courier abhi bhi nahi aaya please help",order_status
"please product mein phata hua nikla, bahut bura anubhav raha kya karu",complaint
arre password nahi aa raha mobile pe kya karu please help,general
"refund abhi tak nahi aaya bank mein, do din se ho gaye zara",refund_request
please kya package customize ho sakta hai packaging ke hisaab se jaldi batana,product_query
sunno mujhe apna address update karna hai app mein kaise hoga koi solution do,general
"please courier ekdum crack condition mein mila, sharam aani chahiye koi solution do",complaint
bhai abhi tak consignment ka koi pata nahi hai,order_status
"arre courier return kiya tha, ab tak refund nahi aaya please help",refund_request
arre is ye wala ki size details chahiye order karne se pehle jaldi batana,product_query
arre box khola to andar samaan purani jaisi tha jaldi batana,complaint
yaar account settings mein number kaise change karu jaldi batana,general
bank details kaise reset karu mobile app mein jaldi batana,general
arre kya headphones customize ho sakta hai brand ke hisaab se kya karu,product_query
"yaar mera samaan kaha atka hua hai, batao zara zara",order_status
bhai shoes ka size chart kahan milega koi solution do,product_query
yaar shoes ka koi pata nahi hai kaafi dino se,order_status
please yeh mobile kitne size mein aata hai koi solution do,product_query
lambe time se se refund status pending dikha raha hai koi solution do,refund_request
"delivery abhi tak late ho gayi hai, kya wajah hai zara",order_status
"arre saara saaman mein phata hua nikla, bahut bura anubhav raha jaldi batana",complaint
yeh product kis size mein aata hai batao,product_query
please packaging ke baare mein detail chahiye is saaman ki,product_query
"yaar courier ekdum phata hua condition mein mila, sharam aani chahiye kya karu",complaint
arre notification settings kaise band karu app ki jaldi batana,general
bhai shirt exchange karne ke baad bhi paisa wapas nahi aaya koi solution do,refund_request
please laptop exchange karne ke baad bhi paisa wapas nahi aaya kya karu,refund_request
bhai mujhe apna delivery address update karna hai app mein kaise hoga zara,general
"sunno app mein notification settings save nahi ho raha, help chahiye koi solution do",general
"refund abhi tak nahi aaya bank mein, do hafte se ho gaye please help",refund_request
please iska warranty kitna hai aur konsi material se bana hai please help,product_query
arre app mein address dikhna hi band ho gaya hai,general
"chappal ekdum defective condition mein mila, sharam aani chahiye kya karu",complaint
arre bag ka size chart kahan milega kya karu,product_query
yaar jacket ka koi pata nahi hai kaafi dino se zara,order_status
arre mujhe apna language verify karna hai kaise hoga please help,general
"please app mein bank details save nahi ho raha, help chahiye kya karu",general
yaar saaman ke saath warranty milti hai kya zara,product_query
bhai yeh jacket kitne size mein aata hai koi solution do,product_query
bhai mujhe apna number update karna hai app mein kaise hoga kya karu,general
bhai iska size kitna hai aur konsi material se bana hai kya karu,product_query
"sunno refund abhi tak nahi aaya bank mein, pichle hafte se ho gaye jaldi batana",refund_request
"sunno mera paisa wapis chahiye, maine shirt cancel kar diya tha koi solution do",refund_request
"bhai delivery date nikal gayi, parcel abhi bhi nahi aaya zara",order_status
"cheez track nahi ho raha, kahan atka hai batao kya karu",order_status
bhai kya is laptop ka fit customize ho sakta hai koi solution do,product_query
"sunno mera laptop kaha atka hua hai, batao zara kya karu",order_status
arre iska size chart kitna hai aur konsi material se bana hai koi solution do,product_query
yaar subah se se shipment track nahi ho raha kahan atka hai please help,order_status
number nahi aa raha mobile pe kya karu jaldi batana,general
"yaar helpline wale ka rawaiya bahut bura tha, complaint karni hai zara",complaint
"arre staff ne bahut kharab behavior kiya, respect nahi di zara",complaint
sunno do hafte se se refund status pending dikha raha hai koi solution do,refund_request
sunno delivery address kaise reset karu mobile app mein jaldi batana,general
"arre kaafi dino se se bag kharab nikla hai, koi solution do kya karu",complaint
sunno box khola to andar item scratch wala tha kya karu,complaint
consignment ka size chart kahan milega jaldi batana,product_query
please bag kab dispatch hoga zara batao kya karu,order_status
"maine shipment replace karwaya tha, purana paisa account mein nahi aaya koi solution do",refund_request
"please mera paisa wapis chahiye, maine saara saaman cancel kar diya tha",refund_request
"bhai maine return kiya tha wahi product, paisa kab milega",refund_request
arre language nahi aa raha mobile pe kya karu koi solution do,general
arre delivery address kaise reset karu mobile app mein kya karu,general
mujhe laptop ka poora paisa wapis chahiye,refund_request
please kya yeh consignment available hai in stock,product_query
"arre refund ki request subah se pehle daali thi, ab tak kuch nahi kya karu",refund_request
subah se samaan ka koi pata nahi hai koi solution do,order_status
mujhe apna bank details verify karna hai kaise hoga koi solution do,general
consignment ki return policy kya hai kya karu,product_query
please account settings mein number kaise change karu kya karu,general
"please mera paisa wapis chahiye, maine jacket cancel kar diya tha please help",refund_request
bhai mujhe apna delivery address verify karna hai kaise hoga,general
is consignment ka warranty kaisa hai zara,product_query
"yaar saara saaman mein crack nikla, bahut bura anubhav raha",complaint
yaar mujhe apna payment method verify karna hai kaise hoga koi solution do,general
"please mera paisa wapis chahiye, maine cheez cancel kar diya tha koi solution do",refund_request
arre iska warranty kitna hai aur konsi material se bana hai please help,product_query
"yaar cheez ekdum ganda condition mein mila, sharam aani chahiye",complaint
sunno kya is courier ka quality customize ho sakta hai,product_query
arre mujhe product ka poora paisa wapis chahiye kya karu,refund_request
sunno abhi tak se cheez track nahi ho raha kahan atka hai,order_status
"bhai refund abhi tak nahi aaya bank mein, ek hafte se ho gaye zara",refund_request
"please refund ki request teen din se pehle daali thi, ab tak kuch nahi jaldi batana",refund_request
yaar meri delivery address upload nahi ho rahi baar baar fail ho rahi hai,general
"please refund abhi tak nahi aaya bank mein, chaar din se ho gaye jaldi batana",refund_request
kaafi dino se chappal ka koi pata nahi hai zara,order_status
"arre shirt ki quality bilkul bekar hai, paisa waste ho gaya",complaint
"sunno mera paisa wapis chahiye, maine delivery cancel kar diya tha please help",refund_request
"arre bag mein damaged nikla, bahut bura anubhav raha zara",complaint
"please yeh wahi product subah se kharab nikla hai, koi solution do koi solution do",complaint
"please maine mobile replace karwaya tha, purana paisa account mein nahi aaya koi solution do",refund_request
"please saaman track nahi ho raha, kahan atka hai batao",order_status
"arre mujhe product se related complaint darj karni hai, damaged nikla jaldi batana",complaint
yaar delivery address kaise change karu settings mein zara batana please help,general
kya shipment customize ho sakta hai fabric ke hisaab se please help,product_query
"delivery date nikal gayi, chappal abhi bhi nahi aaya",order_status
arre abhi tak se refund status pending dikha raha hai jaldi batana,refund_request
please customer care ne bilkul galat tareeke se baat ki mujhse koi solution do,complaint
sunno return policy ke baare mein detail chahiye is shirt ki kya karu,product_query
warranty card milega kya is item ke saath,product_query
arre kya yeh samaan available hai in stock,product_query
"arre maine order replace karwaya tha, purana paisa account mein nahi aaya koi solution do",refund_request
"yaar maine return kiya tha cheez, paisa kab milega please help",refund_request
"bhai delivery chaar din se late ho gayi hai, kya wajah hai kya karu",order_status
bhai ek mahine se se order track nahi ho raha kahan atka hai jaldi batana,order_status
sunno kya yeh saaman available hai in stock,product_query
"please staff ne bahut kharab behavior kiya, respect nahi di kya karu",complaint
"yaar mera mobile ganda nikla, yeh bardaasht nahi hoga koi solution do",complaint
please item kab tak deliver hoga zara batana,order_status
arre app mein otp dikhna hi band ho gaya hai,general
"arre bag ekdum damaged condition mein mila, sharam aani chahiye koi solution do",complaint
sunno do din se shirt ka koi pata nahi hai please help,order_status
arre yeh sab kuch kitne size mein aata hai kya karu,product_query
sunno meri email upload nahi ho rahi baar baar fail ho rahi hai koi solution do,general
yaar password kaise change karu settings mein zara batana,general
"yaar cheez return kiya tha, ab tak refund nahi aaya zara",refund_request
yaar kya is item ka material customize ho sakta hai zara,product_query
yaar mobile ka size chart kahan milega,product_query
"arre item mein leak ho raha nikla, bahut bura anubhav raha",complaint
"arre track karna hai mera wahi product, status kya hai please help",order_status
password nahi aa raha mobile pe kya karu kya karu,general
"sunno maine shoes replace karwaya tha, purana paisa account mein nahi aaya please help",refund_request
"bhai agent ne bahut kharab behavior kiya, respect nahi di kya karu",complaint
"please delivery teen din se late ho gayi hai, kya wajah hai zara",order_status
"abhi tak se ye cheez kharab nikla hai, koi solution do zara",complaint
"please mera paisa wapis chahiye, maine order cancel kar diya tha koi solution do",refund_request
please package kab tak deliver hoga zara batana please help,order_status
please bag ki return policy kya hai kya karu,product_query
"yaar maine wahi product replace karwaya tha, purana paisa account mein nahi aaya kya karu",refund_request
"yaar ye wala ki quality bilkul bekar hai, paisa waste ho gaya koi solution do",complaint
arre kurta ki return policy kya hai koi solution do,product_query
"bhai cheez ki quality bilkul bekar hai, paisa waste ho gaya jaldi batana",complaint
arre yeh mobile kitne size mein aata hai please help,product_query
please is item ka warranty kaisa hai please help,product_query
"yaar maine return kiya tha samaan, paisa kab milega jaldi batana",refund_request
"maine return kiya tha consignment, paisa kab milega",refund_request
"arre laptop ka status kya hai, das din se wait kar raha hoon please help",order_status
sunno kya yeh item available hai in stock,product_query
arre kya order customize ho sakta hai packaging ke hisaab se koi solution do,product_query
please bag ki return policy kya hai please help,product_query
bhai delivery time ke baare mein detail chahiye is ye wala ki kya karu,product_query
"arre ye cheez ki adla-badli karayi thi, paisa kab tak aayega koi solution do",refund_request
arre weight ke baare mein detail chahiye is saaman ki jaldi batana,product_query
bhai price ke baare mein detail chahiye is ye cheez ki,product_query
please lambe time se se shirt track nahi ho raha kahan atka hai,order_status
yaar mujhe apna bank details update karna hai app mein kaise hoga kya karu,general
is ye wala ka fabric kaisa hai zara,product_query
"bhai customer care ne bahut kharab behavior kiya, respect nahi di",complaint
"yaar is chappal ka fabric kya hai, batana zara zara",product_query
"kal order kiya tha, samaan abhi tak nahi aaya jaldi batana",order_status
"sunno ye wala return kiya tha, ab tak refund nahi aaya",refund_request
"delivery date nikal gayi, delivery abhi bhi nahi aaya kya karu",order_status
"yaar kurta ekdum scratch wala condition mein mila, sharam aani chahiye",complaint
arre notification settings kaise band karu app ki please help,general
"sunno laptop return kiya tha, ab tak refund nahi aaya kya karu",refund_request
"delivery do hafte se late ho gayi hai, kya wajah hai koi solution do",order_status
bhai number kaise reset karu mobile app mein,general
please headphones ka koi pata nahi hai pichle hafte se kya karu,order_status
"yaar mera paisa wapis chahiye, maine product cancel kar diya tha zara",refund_request
"yaar do hafte se se shirt kharab nikla hai, koi solution do",complaint
"arre mera jacket tuta hua nikla, yeh bardaasht nahi hoga kya karu",complaint
yaar delivery ka size chart kahan milega jaldi batana,product_query
"arre is shirt ka weight kya hai, batana zara zara",product_query
"sunno refund abhi tak nahi aaya bank mein, kai dino se ho gaye jaldi batana",refund_request
"please mera product ek mahine se nahi pahucha, kab tak milega kya karu",order_status
"arre mujhe samaan se related complaint darj karni hai, leak ho raha nikla please help",complaint
arre kya shipment customize ho sakta hai fit ke hisaab se please help,product_query
arre meri payment method upload nahi ho rahi baar baar fail ho rahi hai jaldi batana,general
"sunno laptop return kiya tha, ab tak refund nahi aaya koi solution do",refund_request
please is watch ka material kaisa hai zara,product_query
sunno is saara saaman ki warranty details chahiye order karne se pehle koi solution do,product_query
arre app bahut slow chal raha hai kya karu koi solution do,general
"sunno mera saara saaman kaha atka hua hai, batao zara jaldi batana",order_status
iska brand kitna hai aur konsi material se bana hai kya karu,product_query
sunno size ke baare mein detail chahiye is sab kuch ki koi solution do,product_query
yaar email nahi aa raha mobile pe kya karu kya karu,general
arre kurta ki return policy kya hai jaldi batana,product_query
please weight ke baare mein detail chahiye is consignment ki,product_query
sunno cheez exchange karne ke baad bhi paisa wapas nahi aaya jaldi batana,refund_request
sunno cheez ke saath warranty milti hai kya please help,product_query
"arre maine return kiya tha cheez, paisa kab milega kya karu",refund_request
please meri address upload nahi ho rahi baar baar fail ho rahi hai please help,general
"please is ye cheez ka fabric kya hai, batana zara please help",product_query
