text,label
"yaar track karna hai mera parcel, status kya hai koi solution do",order_status
please chaar din se se refund status pending dikha raha hai zara,refund_request
please app mein password dikhna hi band ho gaya hai zara,general
"yaar ye wala ekdum leak ho raha condition mein mila, sharam aani chahiye zara",complaint
"maine return kiya tha ye cheez, paisa kab milega koi solution do",refund_request
"Mujhe apne order ki status jaankari chahiye, lekin diya gaya link show nahi ho raha",order_status
bhai mujhe apna delivery address update karna hai app mein kaise hoga zara,general
"sunno app mein language save nahi ho raha, help chahiye",general
"arre maine return kiya tha shirt, paisa kab milega koi solution do",refund_request
"Order status check karta hun to invalid link bata raha hai, kripya sahi link de",order_status
yaar notification settings kaise band karu app ki,general
Login karte samay error aa raha hai,general
please box khola to andar shoes kharaab tha kya karu,complaint
"Aapke paas is product ki return policy kya hai, aur kya hum use return kar sakte hain?",product_query
"sunno refund ki request kaafi dino se pehle daali thi, ab tak kuch nahi jaldi batana",refund_request
please mujhe apna notification settings update karna hai app mein kaise hoga,general
please item exchange karne ke baad bhi paisa wapas nahi aaya kya karu,refund_request
bhai login issue ho raha hai otp yaad nahi aa raha,general
"Mera order status check karne ke liye diya gaya link show nahi ho raha, kya aap mujhe iska solution de sakte hain",order_status
"arre track karna hai mera consignment, status kya hai kya karu",order_status
yaar ek mahine se product ka koi pata nahi hai jaldi batana,order_status
"mera paisa wapis chahiye, maine laptop cancel kar diya tha zara",refund_request
"arre delivery teen din se late ho gayi hai, kya wajah hai please help",order_status
"Kya aapke paas sports shoes ki new collection aa gayi hai, aur kya aap online payment ke saath COD bhi accept karte hain?",product_query
"Otp nai aya, kya mai kya kru?",general
kya kurta customize ho sakta hai size chart ke hisaab se jaldi batana,product_query
sunno delivery address kaise reset karu mobile app mein jaldi batana,general
"arre mera paisa wapis chahiye, maine kurta cancel kar diya tha zara",refund_request
"Meri delivery galat thi, ab main use wapas karna chahta hoon",refund_request
"bhai delivery bilkul damaged aaya hai, bahut bakwaas hai koi solution do",complaint
arre password kaise reset karu mobile app mein,general
arre kurta ki return policy kya hai koi solution do,product_query
bag ki return policy kya hai jaldi batana,product_query
please account settings mein delivery address kaise change karu please help,general
sunno is product ka delivery time kaisa hai zara,product_query
bhai kya yeh product available hai in stock koi solution do,product_query
bhai yr kya kachra bhej dia ekdum ghatiya,complaint
"Ye jacket mere liye thodi tight hai, kya main use return kar sakta hoon?",refund_request
"Aapke product ki quality kaisi hai, aur kya wo durable hai?",product_query
login issue ho raha hai otp yaad nahi aa raha jaldi batana,general
arre kya is ye wala ka color customize ho sakta hai koi solution do,product_query
yaar size ke baare mein detail chahiye is headphones ki zara,product_query
"arre refund ki request lambe time se pehle daali thi, ab tak kuch nahi zara",refund_request
"is delivery ka price kya hai, batana zara jaldi batana",product_query
bhai delivery ke saath warranty milti hai kya please help,product_query
"delivery boy ka rawaiya bahut bura tha, complaint karni hai kya karu",complaint
"Mujhe apne order ki latest updates chahiye, lekin diya gaya link kaam nahi kar raha",order_status
"Mera order poora nahi aaya tha, main use wapas karna chahta hoon",refund_request
please jacket ka size chart kahan milega please help,product_query
"bhai refund abhi tak nahi aaya bank mein, abhi tak ho gaye please help",refund_request
Meri parcel ka seal todha hua tha,complaint
Mera order ki packaging bilkul bhi achhi nahi thi,complaint
"sunno yeh headphones das din se kharab nikla hai, koi solution do kya karu",complaint
bhai kya is shirt ka color customize ho sakta hai jaldi batana,product_query
arre packaging ke baare mein detail chahiye is laptop ki kya karu,product_query
"bhai refund ki request kal se pehle daali thi, ab tak kuch nahi zara",refund_request
"Mera order galat tha, main use wapas karna chahta hoon lekin mujhe pata nahi hai ki kaise",refund_request
"Mujhe order status ke bare mein jaankari chahiye, lekin website par show nahi ho raha",order_status
Mera order number se mujhe apni order ki details nahi mili,complaint
bhai box khola to andar headphones phata hua tha koi solution do,complaint
bhai profile picture nahi aa raha mobile pe kya karu,general
app mein delivery address dikhna hi band ho gaya hai,general
"Yeh product kitne din ka warranty dega, aur usme kya kya cover hai?",product_query
"Yeh product kitna durable hai, aur iska material kya hai?",product_query
"arre kal order kiya tha, parcel abhi tak nahi aaya koi solution do",order_status
watch kab dispatch hoga zara batao zara,order_status
"sunno delivery date nikal gayi, saaman abhi bhi nahi aaya jaldi batana",order_status
"please app mein delivery address save nahi ho raha, help chahiye jaldi batana",general
sunno pichle hafte se se refund status pending dikha raha hai kya karu,refund_request
"yaar sab kuch ekdum ganda condition mein mila, sharam aani chahiye please help",complaint
yaar mujhe apna email update karna hai app mein kaise hoga koi solution do,general
"agent ka rawaiya bahut bura tha, complaint karni hai kya karu",complaint
Mujhe order tracking link mila tha lekin wo invalid hai,order_status
"bhai mera parcel ek mahine se nahi pahucha, kab tak milega zara",order_status
paisa wapas chahiye iska return process batao,refund_request
"yaar product ekdum ganda condition mein mila, sharam aani chahiye zara",complaint
"arre refund abhi tak nahi aaya bank mein, das din se ho gaye please help",refund_request
"Yeh jeans kitke material ka bana hai, aur kya yeh sustainable hai?",product_query
"Mujhe yeh laptop lena hai, lekin uske specs samajh nahi aa rahe, aap explain kar sakte hain?",product_query
"please mujhe item se related complaint darj karni hai, kharaab nikla zara",complaint
"App crash ho rha hai, kya problem hai?",general
"Mera order ka status show nahi ho raha, kya aap mujhe bata sakte hain ki mera order kab deliver hoga",order_status
sunno mujhe apna email verify karna hai kaise hoga kya karu,general
"mera paisa wapis chahiye, maine sab kuch cancel kar diya tha please help",refund_request
bhai sab kuch ka size chart kahan milega kya karu,product_query
login issue ho raha hai password yaad nahi aa raha,general
"Mujhe otp nahi mila, kya karun?",general
"bhai delivery date nikal gayi, laptop abhi bhi nahi aaya kya karu",order_status
Mera app update karne ke baad se crash ho raha hai,general
"bhai app mein number save nahi ho raha, help chahiye kya karu",general
arre box khola to andar saaman ganda tha jaldi batana,complaint
"bhai refund ki request do hafte se pehle daali thi, ab tak kuch nahi",refund_request
"Aapke product mein COD option available hai ya nahi, please bataiye?",product_query
"bhai cheez ki quality bilkul bekar hai, paisa waste ho gaya jaldi batana",complaint
"please samaan return kiya tha, ab tak refund nahi aaya koi solution do",refund_request
"yaar mera paisa wapis chahiye, maine saara saaman cancel kar diya tha zara",refund_request
"staff ne bahut kharab behavior kiya, respect nahi di koi solution do",complaint
"Mujhe login karne me problem ho rhi hai, plz help",general
"sunno agent ne bahut kharab behavior kiya, respect nahi di zara",complaint
"please support team ka rawaiya bahut bura tha, complaint karni hai please help",complaint
"yaar maine kurta replace karwaya tha, purana paisa account mein nahi aaya jaldi batana",refund_request
"bhai mujhe watch se related complaint darj karni hai, scratch wala nikla",complaint
please meri address upload nahi ho rahi baar baar fail ho rahi hai please help,general
yaar is mobile ki packaging details chahiye order karne se pehle please help,product_query
arre mujhe apna language verify karna hai kaise hoga,general
"yaar cheez ekdum ganda condition mein mila, sharam aani chahiye",complaint
"refund ki request ek hafte se pehle daali thi, ab tak kuch nahi koi solution do",refund_request
"bhai refund ki request kal se pehle daali thi, ab tak kuch nahi jaldi batana",refund_request
"arre mera cheez kaha atka hua hai, batao zara zara",order_status
"bhai laptop ekdum scratch wala condition mein mila, sharam aani chahiye kya karu",complaint
"arre ye wala return kiya tha, ab tak refund nahi aaya koi solution do",refund_request
"please mera paisa wapis chahiye, maine item cancel kar diya tha",refund_request
"Mujhe jo product mile hai, woh mere order se match nahi karta",complaint
"please saaman ekdum kharaab condition mein mila, sharam aani chahiye",complaint
"yaar ek mahine se se consignment kharab nikla hai, koi solution do",complaint
"bhai mujhe chappal se related complaint darj karni hai, leak ho raha nikla jaldi batana",complaint
please app mein payment method dikhna hi band ho gaya hai kya karu,general
"arre track karna hai mera shipment, status kya hai kya karu",order_status
"Yeh product mere liye sahi nahi hai, main use vapas dena chahta hoon",refund_request
sunno cheez exchange karne ke baad bhi paisa wapas nahi aaya jaldi batana,refund_request
arre laptop exchange karne ke baad bhi paisa wapas nahi aaya zara,refund_request
bhai ye cheez kab dispatch hoga zara batao zara,order_status
item exchange karne ke baad bhi paisa wapas nahi aaya please help,refund_request
"sunno kal order kiya tha, watch abhi tak nahi aaya koi solution do",order_status
"bhai saara saaman track nahi ho raha, kahan atka hai batao zara",order_status
"yaar mera laptop defective nikla, yeh bardaasht nahi hoga kya karu",complaint
sunno kya chappal customize ho sakta hai weight ke hisaab se koi solution do,product_query
"Order status check karne par status show nahi ho raha, kya karna hoga",order_status
"Kya aapke paas cod available hai ya nahi, main cash on delivery mein lena chahta hoon?",product_query
arre address kaise reset karu mobile app mein jaldi batana,general
"Kya mera order cancelled ho gaya hai, maine koi update nahi paya",order_status
"sunno bahut ghatiya service hai, courier boy ne suna hi nahi please help",complaint
arre is ye wala ki size details chahiye order karne se pehle jaldi batana,product_query
"Mera payment ho gaya hai, lekin order ki status abhi bhi pending hai",complaint
"Mujhe ye product wapas karna hai, kya aap mujhe madad kar sakte hain?",refund_request
"arre mera paisa wapis chahiye, maine watch cancel kar diya tha koi solution do",refund_request
"mera laptop kal se nahi pahucha, kab tak milega jaldi batana",order_status
"Mera order tracking number kaam nahi kar raha, status show nahi ho raha",order_status
"Mujhe app se related koi bhi info nhi mil rahi, help",general
"arre item ekdum galat condition mein mila, sharam aani chahiye koi solution do",complaint
"sunno shirt ekdum phata hua condition mein mila, sharam aani chahiye please help",complaint
yaar adla-badli ke baad bhi refund process stuck hai,refund_request
arre kya is bag ka color customize ho sakta hai jaldi batana,product_query
"Kya aapke paas yeh product abhi available hai, aur agar nahi toh kab tak restock hoga?",product_query
"arre customer care ne bahut kharab behavior kiya, respect nahi di",complaint
"arre chaar din se se shoes kharab nikla hai, koi solution do please help",complaint
"arre app mein bank details save nahi ho raha, help chahiye",general
"mera bag do din se nahi pahucha, kab tak milega zara",order_status
"Order place karne ke baad status update nahi hua, kaam nahi kar raha hai",order_status
please customer care bola do din se tak milega par abhi tak nahi mila zara,order_status
Aapke product mein COD option available hai kya?,product_query
arre login issue ho raha hai language yaad nahi aa raha koi solution do,general
yaar account settings mein profile picture kaise change karu please help,general
yaar mujhe laptop ka poora paisa wapis chahiye jaldi batana,refund_request
Maine pehle hi ek complaint darj kiya tha lekin ab tak koi response nahi mila,complaint
yaar shirt ki return policy kya hai zara,product_query
"yaar ye cheez ka status kya hai, ek hafte se wait kar raha hoon",order_status
sunno item ka koi pata nahi hai kai dino se kya karu,order_status
consignment ki return policy kya hai kya karu,product_query
"Mujhe customer support se koi madad nahi mili, bahut try kiya",complaint
"Mera saman galat aaya hai, main use wapas karna chahta hoon",refund_request
"Mujhe yeh bag lena hai, lekin uska size aur weight samajh nahi aaya, aap help kar sakte hain?",product_query
sunno meri payment method upload nahi ho rahi baar baar fail ho rahi hai please help,general
bhai login issue ho raha hai notification settings yaad nahi aa raha,general
"bhai refund ki request kaafi dino se pehle daali thi, ab tak kuch nahi jaldi batana",refund_request
please bag kab tak deliver hoga zara batana please help,order_status
yaar lambe time se se refund status pending dikha raha hai please help,refund_request
"maine wahi product replace karwaya tha, purana paisa account mein nahi aaya kya karu",refund_request
yaar consignment ka size chart kahan milega jaldi batana,product_query
sunno kya bag customize ho sakta hai size ke hisaab se please help,product_query
"Mujhe apni delivery wapas karni hai, kyunki ye mere liye zaruri nahi hai",refund_request
"App update karne ke baad problem aa rahi hai, solution batao",general
"sunno jacket ka status kya hai, teen din se wait kar raha hoon",order_status
please box khola to andar cheez kharab quality ka tha jaldi batana,complaint
"Ye headphones mere liye sahi nahi hai, main use return karna chahta hoon",refund_request
please notification settings kaise band karu app ki zara,general
arre samaan ka size chart kahan milega kya karu,product_query
"Yeh product ka RAM kitna hai, aur kya usme expandable storage option hai?",product_query
"Kya hum aapke product ko EMI par kharid sakte hain, aur uski details kya hai?",product_query
"kal order kiya tha, samaan abhi tak nahi aaya",order_status
"yaar item ka status kya hai, teen din se wait kar raha hoon please help",order_status
"Aapka yeh jacket kis material ka hai, aur kya wo waterproof hai?",product_query
bhai kal se se jacket track nahi ho raha kahan atka hai jaldi batana,order_status
bhai saaman kab tak deliver hoga zara batana,order_status
"arre saara saaman ki adla-badli karayi thi, paisa kab tak aayega zara",refund_request
arre language nahi aa raha mobile pe kya karu koi solution do,general
"Meri order ki status abhi bhi ""pending"" hai, 10 din ho gaye",complaint
yaar is package ka price kaisa hai please help,product_query
item kab tak deliver hoga zara batana,order_status
yaar kya is chappal ka brand customize ho sakta hai,product_query
consignment ke saath warranty milti hai kya please help,product_query
arre kya sab kuch customize ho sakta hai size chart ke hisaab se please help,product_query
arre account settings mein delivery address kaise change karu please help,general
"please maine kurta replace karwaya tha, purana paisa account mein nahi aaya",refund_request
"Kya aapke paas ye product ka sample available hai, jisse main check kar sakun?",product_query
arre is package ki quality details chahiye order karne se pehle please help,product_query
"Main ye phone kharidna chahta hoon, lekin pehle ye jan na chahta hoon ki iska camera quality kya hai aur kya ye dual sim supported hai?",product_query
"Mera saman kharab nikla, main use wapas karna chahta hoon",refund_request
"Meri delivery galat thi, ab main wapas karna chahta hoon",refund_request
yaar kya is ye wala ka color customize ho sakta hai jaldi batana,product_query
sunno mujhe bag ka poora paisa wapis chahiye,refund_request
yaar support team bola teen din se tak milega par abhi tak nahi mila jaldi batana,order_status
bhai shipment ka koi pata nahi hai ek hafte se please help,order_status
"sunno mujhe product se related complaint darj karni hai, damaged nikla kya karu",complaint
do din se se refund status pending dikha raha hai koi solution do,refund_request
arre is product ki warranty details chahiye order karne se pehle jaldi batana,product_query
warranty card milega kya is item ke saath,product_query
"saara saaman ki quality bilkul bekar hai, paisa waste ho gaya zara",complaint
sunno adla-badli ke baad bhi refund process stuck hai kya karu,refund_request
"Aapke paas ye laptop ka stock available hai, aur kya hum usko COD se kharid sakte hain?",product_query
"Order status ke liye diya gaya link invalid hai, kya karein?",order_status
"Mujhe order status ke bare mein pata nahi chal pa raha, kaam nahi kar raha",order_status
arre app mein payment method dikhna hi band ho gaya hai please help,general
arre kya order customize ho sakta hai packaging ke hisaab se koi solution do,product_query
box khola to andar watch crack tha koi solution do,complaint
"Is product ki warranty kitni hai, aur kya hum usko extend kar sakte hain?",product_query
bhai shoes ka size chart kahan milega koi solution do,product_query
please consignment ki return policy kya hai,product_query
arre password kaise change karu settings mein zara batana kya karu,general
"sunno samaan ka status kya hai, kaafi dino se wait kar raha hoon please help",order_status
Mujhe apne order ki details leni hai lekin website par nahi mil rahi hai,complaint
"arre delivery date nikal gayi, chappal abhi bhi nahi aaya please help",order_status
sunno saara saaman ke saath warranty milti hai kya,product_query
bag ki return policy kya hai koi solution do,product_query
"mobile ekdum phata hua condition mein mila, sharam aani chahiye kya karu",complaint
bhai login issue ho raha hai number yaad nahi aa raha please help,general
bhai yeh ye cheez kitne size mein aata hai,product_query
"sunno mujhe wahi product se related complaint darj karni hai, kharaab nikla zara",complaint
"sunno representative ne bahut kharab behavior kiya, respect nahi di kya karu",complaint
"yaar maine return kiya tha parcel, paisa kab milega please help",refund_request
Mujhe order status check karne ke liye koi valid link do,order_status
arre address kaise reset karu mobile app mein please help,general
bhai kya consignment customize ho sakta hai quality ke hisaab se jaldi batana,product_query
"yaar mera headphones scratch wala nikla, yeh bardaasht nahi hoga jaldi batana",complaint
"bhai parcel ekdum galat condition mein mila, sharam aani chahiye",complaint
"Mujhe ye product wapas karna hai, kya aap mujhe help kar sakte hain?",refund_request
"please mera product ek mahine se nahi pahucha, kab tak milega kya karu",order_status
sunno otp kaise reset karu mobile app mein koi solution do,general
yaar bank details kaise change karu settings mein zara batana kya karu,general
"Yeh product mere liye sahi nahi tha, main use vapas dena chahta hoon",refund_request
"Mujhe order status ke bare me pata nahi chal raha, tracking link kaam nahi kar raha",order_status
"Mera saman galat aaya hai, main isko return dalna chahta hoon",refund_request
"refund ki request das din se pehle daali thi, ab tak kuch nahi please help",refund_request
please weight ke baare mein detail chahiye is consignment ki,product_query
"arre mera delivery kaha atka hua hai, batao zara",order_status
yaar account settings mein payment method kaise change karu koi solution do,general
"Kya aapke paas yeh product abhi available hai, aur agar nahi toh restock kab tak ho raha hai?",product_query
"Mujhe apne order ki status jaankari chahiye, lekin delivery app par show nahi ho raha",order_status
"arre is mobile ka color kya hai, batana zara jaldi batana",product_query
bhai wahi product ka size chart kahan milega jaldi batana,product_query
"yaar mujhe parcel se related complaint darj karni hai, purani jaisi nikla kya karu",complaint
arre iska delivery time kitna hai aur konsi material se bana hai kya karu,product_query
"Mujhe pata karna hai ki mera order kab tak deliver hoga, lekin delivery app show nahi ho raha hai",order_status
"Mera order status invalid bata raha hai, kya maine koi galat information di thi",order_status
"bhai mera paisa wapis chahiye, maine package cancel kar diya tha please help",refund_request
is ye wala ki warranty details chahiye order karne se pehle koi solution do,product_query
"Mujhe apne order ki current position ke bare mein bataye, lekin given link invalid hai",order_status
bhai laptop kab tak deliver hoga zara batana koi solution do,order_status
"please mera consignment galat nikla, yeh bardaasht nahi hoga zara",complaint
Mera product ka sound system theek se kaam nahi kar raha hai,complaint
sunno password kaise change karu settings mein zara batana zara,general
"Mujhe order status ke bare mein koi update nahi mila, app show nahi ho raha",order_status
sunno product kab dispatch hoga zara batao please help,order_status
"bhai samaan mein tooti hui nikla, bahut bura anubhav raha kya karu",complaint
Mujhe apne order ki tracking details nahi mili,complaint
kya yeh mobile available hai in stock kya karu,product_query
"Order status ke liye di gayi link show nahi ho raha, kya karen",order_status
sunno profile picture kaise reset karu mobile app mein zara,general
bhai shipment exchange karne ke baad bhi paisa wapas nahi aaya zara,refund_request
bhai mujhe apna password update karna hai app mein kaise hoga please help,general
Kya aapke paas yeh product abhi available hai aur agar nahi hai toh kab tak restock hoga?,product_query
kya yeh ye wala available hai in stock koi solution do,product_query
"bhai shoes return kiya tha, ab tak refund nahi aaya kya karu",refund_request
"sunno kal order kiya tha, kurta abhi tak nahi aaya koi solution do",order_status
"sunno app mein email save nahi ho raha, help chahiye koi solution do",general
"yaar cheez ka status kya hai, chaar din se wait kar raha hoon zara",order_status
"shipment track nahi ho raha, kahan atka hai batao jaldi batana",order_status
"mobile bilkul galat aaya hai, bahut bakwaas hai kya karu",complaint
"maine shipment replace karwaya tha, purana paisa account mein nahi aaya koi solution do",refund_request
sunno sab kuch ki return policy kya hai koi solution do,product_query
bhai ye wala exchange karne ke baad bhi paisa wapas nahi aaya koi solution do,refund_request
yaar app mein address dikhna hi band ho gaya hai,general
"arre ye cheez mein defective nikla, bahut bura anubhav raha",complaint
arre box khola to andar samaan purani jaisi tha jaldi batana,complaint
"Meri shipment mein kuch items damaged hain, maine unhe theek maange the",complaint
yaar samaan ke saath warranty milti hai kya jaldi batana,product_query
sunno package exchange karne ke baad bhi paisa wapas nahi aaya koi solution do,refund_request
bhai saara saaman ka size chart kahan milega,product_query
sunno kya is delivery ka fit customize ho sakta hai koi solution do,product_query
arre mujhe apna payment method update karna hai app mein kaise hoga jaldi batana,general
"Mera password galat ho gya hai, kaise reset karu?",general
please mujhe apna payment method update karna hai app mein kaise hoga,general
"bhai bahut ghatiya service hai, courier boy ne suna hi nahi please help",complaint
"Mujhe apne acnt ke email id change krni hai, btaye",general
notification settings kaise band karu app ki please help,general
bhai is item ka brand kaisa hai please help,product_query
"arre customer care ne bahut kharab behavior kiya, respect nahi di please help",complaint
"please refund abhi tak nahi aaya bank mein, kal se ho gaye jaldi batana",refund_request
email kaise change karu settings mein zara batana kya karu,general
sab kuch kab dispatch hoga zara batao zara,order_status
please courier kab tak deliver hoga zara batana jaldi batana,order_status
"is headphones ka warranty kya hai, batana zara koi solution do",product_query
"Mujhe ye watch pasand hai, lekin uska strap ko hum change kar sakte hain kya?",product_query
"Mujhe is order ko wapas karna hai, kya aap mujhe madad kar sakte hain?",refund_request
arre is delivery ka size kaisa hai zara,product_query
"Mera order number invalid hai, kya maine galat order kiya tha",order_status
yaar mujhe apna number update karna hai app mein kaise hoga,general
"yaar saaman bilkul crack aaya hai, bahut bakwaas hai kya karu",complaint
"Mujhe ye saman wapas karna hai, kya aap madad kar sakte hain?",refund_request
yaar ye wala ka koi pata nahi hai ek mahine se,order_status
bhai lambe time se se parcel track nahi ho raha kahan atka hai,order_status
"Mujhe ye product wapas karna hai, kyunki vo mere liye thoda galat hai",refund_request
email nahi aa raha mobile pe kya karu koi solution do,general
"yaar mera saaman do hafte se nahi pahucha, kab tak milega jaldi batana",order_status
sunno ek hafte se se refund status pending dikha raha hai please help,refund_request
Is product ko use karne ke liye koi special instructions hain?,product_query
arre agent ne bilkul galat tareeke se baat ki mujhse jaldi batana,complaint
please saaman kab tak deliver hoga zara batana koi solution do,order_status
"Yeh TV ka screen size kitna hai, aur kya usmein any extra features hain?",product_query
"Mera order cancel nahi ho raha hai, maine bahut baar try kiya hai",complaint
